id,subdir,filename,expected_doc_class,expected_stage,size_tier,source,license,notes,dataset,expected_fields
legalbench_01,merger_agreement,legalbench_01_merger_agreement.pdf,merger_agreement,archived,small,external/legalbench/legalbench_01_merger_agreement.txt,CC-BY-4.0,MAUD v1 contract_88: full merger agreement text underlying LegalBench maud_* tasks (Zenodo 10.5281/zenodo.7500064); SEC-sourced,legalbench,"{""parties"":[""Centene Corporation"",""Mayflower Merger Sub, Inc."",""Magellan Health, Inc.""],""effective_date"":""2021-01-04"",""term_length"":""until the Effective Time of the Merger (the Merger becomes effective when the Certificate of Merger is filed with the Delaware Secretary of State, Section 1.2(b)); Closing on the third (3rd) Business Day following satisfaction of Article VI conditions (Section 1.1)"",""governing_law"":null,""contract_value"":""$95.00 in cash per share of Company Common Stock, without interest (the \""Merger Consideration\"")"",""renewal_terms"":null,""maud_clauses"":[""Merger Sub shall be merged with and into the Company (the \""Merger\""), with the Company continuing as the Surviving Corporation (Section 1.2(a))"",""each share of Company Common Stock issued and outstanding immediately prior to the Effective Time ... shall be automatically canceled and shall cease to exist and shall be converted into the right to receive $95.00 in cash, without interest (the \""Merger Consideration\"") (Section 2.1(a)(ii))"",""The Parties shall consummate the Merger (the \""Closing\"") electronically ... at 8:00 a.m. on the third (3rd) Business Day following the satisfaction ... of the conditions in Article VI (Section 1.1)"",""Conduct of Company Business Prior to the Effective Time (Section 5.1)"",""Preparation of the Proxy Statement; ... Company Stockholders Meeting (Section 5.3)"",""No Company Solicitation (Section 5.4)""],""cuad_clauses"":[]}"
legalbench_02,merger_agreement,legalbench_02_merger_agreement.pdf,merger_agreement,archived,medium,external/legalbench/legalbench_02_merger_agreement.txt,CC-BY-4.0,MAUD v1 contract_83: merger agreement underlying LegalBench maud_* tasks,legalbench,"{""parties"":[""Lydall, Inc."",""Unifrax Holding Co."",""Outback Merger Sub, Inc."",""Unifrax I LLC""],""effective_date"":""2021-06-21"",""term_length"":""until the Effective Time; termination right if the Merger has not been consummated on or before June 21, 2022 (the \""End Date\"") (Section 10.01(b)(i))"",""governing_law"":null,""contract_value"":""$62.10 in cash per share of Company Common Stock, without interest (the \""Merger Consideration\"")"",""renewal_terms"":null,""maud_clauses"":[""by mutual written agreement of the Company and Parent"",""by either the Company or Parent, if: the Merger has not been consummated on or before June 21, 2022 (the \""End Date\"")"",""by either the Company or Parent, if: there shall be any permanent injunction or other order issued by a court of competent jurisdiction preventing the consummation of the Merger and such injunction or other order shall have become final and nonappealable"",""by either the Company or Parent, if: at the Company Stockholder Meeting (including any adjournment or postponement thereof), the Company Stockholder Approval shall not have been obtained"",""by Parent, if: prior to receipt of the Company Stockholder Approval, an Adverse Recommendation Change shall have occurred"",""by Parent, if: a breach of any representation or warranty or failure to perform any covenant or agreement on the part of the Company ... shall not have cured such breach within 30 calendar days after receipt of written notice"",""by the Company, if: prior to the receipt of the Company Stockholder Approval, the Board of Directors authorizes the Company to enter into a written agreement concerning a Superior Proposal"",""Termination Fee: the Company shall pay to Parent in immediately available funds $31,500,000"",""Reverse Termination Fee: Parent (or Unifrax) shall pay the Company an amount equal to $91,700,000"",""at the Effective Time, Merger Sub shall be merged (the \""Merger\"") with and into the Company in accordance with Delaware Law, whereupon ... the Company shall be the surviving corporation (Section 2.01(a))"",""each share of Company Common Stock outstanding immediately prior to the Effective Time shall be converted into the right to receive $62.10 in cash, without interest (the \""Merger Consideration\"") (Section 2.02(a))"",""Conduct of the Company (Section 6.01)"",""No Solicitation; Other Offers (Section 6.04)"",""Regulatory Undertakings; Reasonable Best Efforts (Section 8.01)"",""Merger Without Meeting of Stockholders (Section 8.04)""],""cuad_clauses"":[]}"
legalbench_03,merger_agreement,legalbench_03_merger_agreement.pdf,merger_agreement,archived,medium,external/legalbench/legalbench_03_merger_agreement.txt,CC-BY-4.0,MAUD v1 contract_129: merger agreement underlying LegalBench maud_* tasks,legalbench,"{""parties"":[""Sterling Bancorp"",""Webster Financial Corporation""],""effective_date"":""2021-04-18"",""term_length"":""until the Effective Time; termination right if the Merger shall not have been consummated on or before April 18, 2022 (the \""Termination Date\"") (Section 8.1(c))"",""governing_law"":""Delaware"",""contract_value"":""0.4630 of a share of Webster Common Stock per share of Sterling Common Stock (the \""Exchange Ratio\""; such shares the \""Merger Consideration\"")"",""renewal_terms"":null,""maud_clauses"":[""by mutual written consent of Webster and Sterling"",""by either Webster or Sterling if any Governmental Entity that must grant a Requisite Regulatory Approval has denied approval of the Merger or the Bank Merger and such denial has become final and nonappealable or any Governmental Entity of competent jurisdiction shall have issued a final and nonappealable order, injunction, decree or other legal restraint or prohibition permanently enjoining or otherwise prohibiting or making illegal the consummation of the Merger or the Bank Merger"",""by either Webster or Sterling if the Merger shall not have been consummated on or before April 18, 2022 (the \""Termination Date\"")"",""by either Webster or Sterling ... if there shall have been a breach of any of the obligations, covenants or agreements or any of the representations or warranties ... which is not cured within forty-five (45) days following written notice"",""Termination Fee: Sterling shall pay Webster a fee equal to $185,000,000 (Section 8.2(b)(i))"",""Sterling shall merge with and into Webster. Webster shall be the Surviving Corporation in the Merger (Section 1.1)"",""each share of Sterling Common Stock ... shall be converted into the right to receive 0.4630 of a share (the \""Exchange Ratio\"") of the common stock ... of Webster (the \""Webster Common Stock\"") (Section 1.5(a))"",""Conduct of Businesses Prior to the Effective Time (Section 5.1)"",""Regulatory Matters (Section 6.1)"",""Stockholder Approvals: Each of Sterling and Webster shall call a meeting of its stockholders ... for the purpose of obtaining the Requisite Sterling Vote and the Requisite Webster Vote (Section 6.3)""],""cuad_clauses"":[]}"
legalbench_04,merger_agreement,legalbench_04_merger_agreement.pdf,merger_agreement,archived,large,external/legalbench/legalbench_04_merger_agreement.txt,CC-BY-4.0,MAUD v1 contract_71: merger agreement underlying LegalBench maud_* tasks,legalbench,"{""parties"":[""Iconix Acquisition LLC"",""Iconix Merger Sub Inc."",""Iconix Brand Group, Inc.""],""effective_date"":""2021-06-11"",""term_length"":""until the Closing; termination right if the Acceptance Time shall not have occurred on or before 11:59 p.m. (Eastern Time) on October 15, 2021 (the \""Outside Date\"") (Section 8.1(b))"",""governing_law"":""Delaware"",""contract_value"":""$3.15 per Company Share in cash, net to the holder (the \""Offer Price\""; also the \""Per Share Amount\"" payable in the Merger)"",""renewal_terms"":null,""maud_clauses"":[""by mutual written consent of the Company and Parent"",""by either Parent or the Company if the Acceptance Time shall not have occurred on or before 11:59 p.m. (Eastern Time) on October 15, 2021 (the \""Outside Date\"")"",""there be any Law or any Governmental Order in effect by any Governmental Authority of competent jurisdiction preventing, restraining, enjoining, making illegal or otherwise prohibiting the consummation of the Offer or the Merger, and any such Governmental Order shall have become final and non-appealable"",""by Parent at any time prior to the Acceptance Time, if the Company Board shall have effected a Change in Recommendation or the Company shall have willfully and materially breached its obligations under Section 6.9"",""by Parent ... if the Company shall have breached or failed to perform ... and the Company shall not have cured such breaches or failures to perform within thirty (30) days after receipt of written notice thereof from Parent"",""by the Company ... if Parent or the Purchaser shall have breached or failed to perform ... and ... shall not have cured such breaches or failures to perform within thirty (30) days after receipt of written notice"",""by the Company, if the Purchaser fails to commence the Offer in violation of Section 2.1(a)"",""Company Termination Fee: $1,824,000"",""Parent Termination Fee: $11,824,000"",""the Purchaser will commence ... a tender offer to purchase all of the outstanding Company Shares, at a price per Company Share equal to $3.15, net to the holder thereof, subject to reduction for any applicable withholding Taxes ... in cash (the \""Offer Price\"") (Section 2.1(a))"",""each Company Share ... shall be automatically converted into the right to receive, in cash, without interest, the Offer Price (the \""Per Share Amount\"") (Section 3.6(a))"",""Efforts to Consummate the Transactions (Section 6.6)"",""No Solicitation (Section 6.9)"",""Parent and the Purchaser shall make available ... to the Paying Agent an aggregate amount in cash sufficient to enable the Paying Agent to pay the aggregate consideration to which such holders of Company Shares become entitled (Section 3.7(a))""],""cuad_clauses"":[]}"
legalbench_05,merger_agreement,legalbench_05_merger_agreement.pdf,merger_agreement,archived,large,external/legalbench/legalbench_05_merger_agreement.txt,CC-BY-4.0,MAUD v1 contract_117: merger agreement underlying LegalBench maud_* tasks,legalbench,"{""parties"":[""Diamondback Energy, Inc."",""Bohemia Merger Sub, Inc."",""QEP Resources, Inc.""],""effective_date"":""2020-12-20"",""term_length"":""until the Effective Time; termination right if the Merger shall not have been consummated on or before 5:00 p.m. Central time, on June 30, 2021 (extendable to September 30, 2021 under specified conditions) (the \""End Date\"") (Section 8.1(b)(ii))"",""governing_law"":""Delaware"",""contract_value"":""0.050 shares of Parent Common Stock per share of Company Common Stock (the \""Exchange Ratio\"")"",""renewal_terms"":null,""maud_clauses"":[""by mutual written consent of the Company and Parent"",""by either the Company or Parent: if any Governmental Entity ... shall have issued any order, decree, ruling or injunction or taken any other action permanently restraining, enjoining or otherwise prohibiting the consummation of the Merger and such order, decree, ruling or injunction or other action shall have become final and nonappealable"",""by either the Company or Parent: if the Merger shall not have been consummated on or before 5:00 p.m. Central time, on June 30, 2021 (such date ... the \""End Date\"")"",""by either the Company or Parent: in the event of a violation or breach by the other Party of any representation, warranty, covenant or other agreement ... not cured by the earlier of (i) thirty (30) days after the giving of written notice and (ii) two (2) Business Days prior to the End Date (a \""Terminable Breach\"")"",""by either the Company or Parent: if the Company Stockholder Approval shall not have been obtained upon a vote held at a duly held Company Stockholders Meeting"",""by Parent, prior to, but not after, the time the Company Stockholder Approval is obtained, if the Company Board or a committee thereof shall have effected a Company Change of Recommendation"",""Company Termination Fee: $17,000,000 (paid by the Company to Parent)"",""at the Effective Time, Merger Sub will be merged with and into the Company in accordance with the provisions of the General Corporation Law of the State of Delaware (Section 2.1)"",""Eligible Shares shall be converted into the right to receive from Parent that number of fully-paid and nonassessable shares of Parent Common Stock equal to the Exchange Ratio (\""Exchange Ratio\"" means 0.050) (Section 3.1(b)(i))"",""the Company shall ... hold the Company Stockholders Meeting ... for the purpose of obtaining the Company Stockholder Approval (Section 6.5)"",""No Solicitation by the Company (Section 6.3)"",""Obligations of Merger Sub: Parent shall take all action necessary to cause Merger Sub to perform its obligations (Section 6.19)""],""cuad_clauses"":[]}"
legalbench_06,merger_agreement,legalbench_06_merger_agreement.pdf,merger_agreement,archived,large,external/legalbench/legalbench_06_merger_agreement.txt,CC-BY-4.0,MAUD v1 contract_68: merger agreement underlying LegalBench maud_* tasks,legalbench,"{""parties"":[""Bonanza Creek Energy, Inc."",""Boron Merger Sub, Inc."",""HighPoint Resources Corporation""],""effective_date"":""2020-11-09"",""term_length"":""until the Effective Time; termination right if the Merger shall not have been consummated on or before 5:00 p.m. Denver, Colorado time, on April 8, 2021 if no Company Chapter 11 Cases have been filed by that date, or thirty (30) days following the date by which the Confirmation Order must be entered if the Company Chapter 11 Cases have been filed (each such date being the \""Outside Date\"") (Section 8.1(b)(ii))"",""governing_law"":""Delaware"",""contract_value"":""stock consideration: each Eligible Share converted into the right to receive that number of shares of Parent Common Stock equal to the Exchange Ratio, where \""Exchange Ratio\"" means a number (rounded to five decimal places) obtained by dividing the Existing Company Stockholder Equity Recovery by Eligible Shares, and \""Existing Company Stockholder Equity Recovery\"" means 490,221 shares of Parent Common Stock (no cash per-share price or dollar value stated)"",""renewal_terms"":null,""maud_clauses"":[""by mutual written consent of the Company and Parent"",""by either the Company or Parent: if any Governmental Entity ... shall have issued any order, decree, ruling or injunction or taken any other action permanently restraining, enjoining or otherwise prohibiting the consummation of the Merger and such order, decree, ruling or injunction or other action shall have become final and nonappealable"",""by either the Company or Parent: if the Merger shall not have been consummated on or before 5:00 p.m. Denver, Colorado time, on April 8, 2021 ... (each such date being the \""Outside Date\"")"",""by either the Company or Parent: in the event of a breach by the other Party ... not cured by the earlier of (i) thirty (30) days after the giving of written notice and (ii) two (2) Business Days prior to the Outside Date (a \""Terminable Breach\"")"",""by either the Company or Parent: if the Company Stockholder Approval shall not have been obtained ... or the Parent Stockholder Approval shall not have been obtained"",""by Parent, prior to, but not after, the time the Company Stockholder Approval is obtained, if the Company Board or a committee thereof shall have effected a Company Change of Recommendation"",""by the Company, in order to enter into a definitive agreement with respect to a Company Superior Proposal"",""Company Termination Fee: $15,000,000, less the amount of the Transaction Expense Fee previously paid"",""Parent Termination Fee: $15,000,000"",""at the Effective Time, Merger Sub will be merged with and into the Company in accordance with the provisions of the General Corporation Law of the State of Delaware (Section 2.1)"",""each share of Company Common Stock ... (the \""Eligible Shares\"") shall be converted into the right to receive from Parent that number of fully paid and nonassessable shares of Parent Common Stock equal to the Exchange Ratio (Section 3.1(b)(i))"",""Conduct of Company Business Pending the Merger (Section 6.1)"",""No Solicitation by the Company: the Company and its officers and directors ... will use their reasonable best efforts to cause the other Representatives of the Company to immediately cease ... any discussions or negotiations with any Person ... with respect to any inquiry, proposal or offer (Section 6.3)"",""Reasonable Best Efforts; Notification (Section 6.15)"",""Bankruptcy: the Company shall commence the Company Chapter 11 Cases ... and ... seek confirmation of the Prepackaged Plan (Section 6.24)""],""cuad_clauses"":[]}"
atticus_01,contract,atticus_01_ip_agreement.pdf,contract,archived,small,CUAD full_contract_pdf/Part_II-A/IP (Ingevity Corp EX-10.5 Intellectual Property Agreement),CC-BY-4.0,Real SEC-exhibit IP agreement; 20 pages,atticus,"{""parties"":[""WestRock Company"",""Ingevity Corporation""],""effective_date"":""2016-05-14"",""term_length"":null,""governing_law"":null,""contract_value"":null,""renewal_terms"":null,""cuad_clauses"":[""This Agreement may be terminated at any time prior to the Effective Time by Parent, in its sole and absolute discretion"",""After the Effective Time, this Agreement may not be terminated except by an agreement in writing signed by a duly authorized officer of each of the Parties"",""contribute, assign, transfer, convey and deliver to SpinCo"",""grant to each individual member of the Parent Group a non-exclusive, worldwide, perpetual, irrevocable, fully paid-up, royalty-free right and license"",""grant to each individual member of the SpinCo Group a non-exclusive, worldwide, perpetual, irrevocable, fully paid-up, royalty-free right and license"",""indemnify, defend and hold harmless the Parent Indemnitees"",""indemnify, defend and hold harmless the SpinCo Indemnitees"",""deliver possession of any Tangible/Intangible Information of the other Party"",""maintain any trade secrets and Information included in the Licensed SpinCo IP in strict confidence""],""maud_clauses"":[]}"
atticus_02,contract,atticus_02_license_agreement.pdf,contract,archived,small,CUAD full_contract_pdf/Part_I/License_Agreements (Artara Therapeutics EX-10.5),CC-BY-4.0,Real SEC-exhibit license agreement; 15 pages,atticus,"{""parties"":[""ArTara, Inc."",""The University of Iowa""],""effective_date"":""2018-11-28"",""term_length"":null,""governing_law"":""laws of the State of Iowa"",""contract_value"":""US $30,000 per year"",""renewal_terms"":null,""cuad_clauses"":[""This Agreement may be terminated by ArTara upon thirty (30) days prior written notice to University"",""Either Party may terminate the Project and all commitments and obligations with respect thereto, subject to Section 8.3 herein, upon thirty (30) days written notice to the other Party"",""University will have the right to termination this Agreement effective as of the end of the […***…] period without notice or any additional cure period"",""ArTara will provide thirty thousand dollars (US $30,000) per year in funding for the Project"",""University hereby grants to ArTara an exclusive license to use the Program Data solely for the Project and in Regulatory Filings in the Field in the Territory"",""University hereby grants to ArTara an exclusive Right of Reference to all Program Regulatory Filings"",""Upon written request of ArTara, University will assign the IND to ArTara"",""University will retain all Program Data for the sooner to occur of a New Drug Application (NDA) for the Product being approved or ten (10) years from the Effective Date"",""During the term of this Agreement and for a period of seven (7) years after its termination or expiration each Party shall maintain in confidence and, except as authorized by this Agreement, not use any know-how""],""maud_clauses"":[]}"
atticus_03,contract,atticus_03_supply_agreement.pdf,contract,archived,small,CUAD full_contract_pdf/Part_I/Supply (Loha Company Ltd EX-10.16),CC-BY-4.0,Real SEC-exhibit supply agreement; 6 pages,atticus,"{""parties"":[""Shenzhen LOHAS Supply Chain Management Co., Ltd.""],""effective_date"":null,""term_length"":""5 years"",""governing_law"":""law of the People's Republic of China"",""contract_value"":null,""renewal_terms"":null,""cuad_clauses"":[""any party shall not unilaterally cancel the order before the two sides agreed"",""In case the accident lasts for more than 10 weeks, the Buyers shall have the right to cancel the Contract"",""In case the Sellers fail to make delivery ten weeks later than the time of shipment stipulated in the Contract, the Buyers have the right to cancel the contract"",""The Buyer shall open an irrevocable letter of credit with the bank within 30 days after signing the contract, in favor of the Seller, for 100% value of the total contract value"",""The Sellers shall be liable for any damage and loss of the commodity, expenses incurred on account of improper packing"",""To be covered by the Seller for 110% invoice value against All Risks and War Risk"",""The Sellers guarantee that the commodity hereof is complies in all respects with the quality and specification stipulated in this Contract"",""The seller shall within 72 hours after the shipment of the goods, advise the shipping department of buyer""],""maud_clauses"":[]}"
atticus_04,contract,atticus_04_franchise_agreement.pdf,contract,archived,medium,CUAD full_contract_pdf/Part_II-A/Franchise (Buffalo Wild Wings EX-10.3),CC-BY-4.0,Real SEC-exhibit franchise agreement; 29 pages,atticus,"{""parties"":[""bw-3 Franchise Systems, Inc.""],""effective_date"":null,""term_length"":""10 years"",""governing_law"":""laws of the State in which the Franchised Restaurant is located"",""contract_value"":null,""renewal_terms"":[""You have the right to renew the franchise for two (2) successive terms equal to five (5) years each"",""You have given us written notice of your desire to renew at least six (6) months but not more than twelve (12) months prior to the end of the term"",""the percentage Continuing Fee shall not exceed seven percent (7%) during any renewal period"",""You will not be required to pay the then-current initial franchise fee or its equivalent""],""cuad_clauses"":[""If you are in substantial compliance with this Agreement and we materially breach this Agreement and fail to cure such breach within a reasonable time after written notice thereof is delivered to us, you may terminate this Agreement"",""This Agreement shall terminate automatically upon delivery of written notice of termination to you, if you or any shareholder, officer, partner, member or manager: (list of defaults)"",""This Agreement shall terminate at our sole option without further action by us or notice to you if you or your owner: (fails to pay amounts due within ten (10) days; fails to comply with any other provision within thirty (30) days)"",""If you fail to provide three (3) persons who can complete the training program, we will have the right to terminate this Agreement"",""If for any reason you fail to commence operation within the nine (9) month period, we may terminate this Agreement immediately upon delivery of written notice of termination to you"",""we hereby grant you a license to use the \""Buffalo Wild Wings\"" Marks and System"",""You pay us a nonrefundable Initial Franchise Fee"",""a monthly Continuing Fee equal to five percent (5%) of the Gross Sales derived from the Franchised Restaurant"",""contribute to the Buffalo Wild Wings Advertising and Development Fund an amount equal to three percent (3%) of your Gross Sales"",""You will commence operation of your Franchised Restaurant within nine (9) months of the execution of this Agreement"",""At the time of opening you must have a minimum of Fifty Thousand Dollars ($50,000) in immediately accessible working capital funds"",""you will comply with all requirements described in this Agreement, the Manuals and other written policies supplied by us""],""maud_clauses"":[]}"
atticus_05,contract,atticus_05_distributor_agreement.pdf,contract,archived,small,CUAD full_contract_pdf/Part_II-A/Distributor (Netgear EX-10.16),CC-BY-4.0,Real SEC-exhibit distributor agreement; 8 pages,atticus,"{""parties"":[""Ingram Micro"",""NETGEAR, Inc.""],""effective_date"":""1996-03-01"",""term_length"":""1 year"",""governing_law"":""laws of the State of California"",""contract_value"":null,""renewal_terms"":[""This Agreement will be in effect for one year from the Effective Date and will automatically renew for successive one (1) year periods unless terminated as provided below"",""Following the initial one (1) year term, for any extension or renewal term, Distributor's appointment as Distributor shall be non-exclusive and NETGEAR may appoint other distributors in the Territory at its sole discretion""],""cuad_clauses"":[""This Agreement may be canceled at any time without cause, by either party upon ninety (90) days written notice to the other party"",""Either party may terminate this Agreement immediately if the other party becomes insolvent, files or has filed against it a petition in bankruptcy, or ceases doing business"",""Either party may terminate this Agreement immediately if the other party fails to cure a material breach of the Agreement within thirty (30) days after receipt of written notice of such breach"",""Distributor is appointed as a NETGEAR Distributor and may purchase certain equipment (\""Hardware\"") and licenses for software"",""Distributor will pay NETGEAR for all Products ordered by Distributor within […] of the date the corresponding invoice is issued"",""Distributor shall be the sole point of contact for its resale customers and their end-use customers in all support situations"",""Distributor shall sell or license Products only to resale customers which will in-turn resell or transfer the licenses to those Products to end use customers"",""Distributor agrees to use commercially reasonable efforts to maximize sales of NETGEAR Products"",""Each party agrees to hold the Proprietary Information of the other in confidence and to use the Proprietary Information only for the purposes expressly permitted under this Agreement""],""maud_clauses"":[]}"
atticus_06,contract,atticus_06_joint_venture_agreement.pdf,contract,archived,small,CUAD full_contract_pdf/Part_I/Joint Venture (Accelerated Technologies EX-10.13),CC-BY-4.0,Real SEC-exhibit joint venture agreement; 3 pages,atticus,"{""parties"":[""Collectible Concepts Group, Inc."",""Pivotal Self Service Tech, Inc.""],""effective_date"":""2003-03-01"",""term_length"":""1 year (from March 1, 2003 until February 28, 2004)"",""governing_law"":""laws of the Commonwealth of Pennsylvania"",""contract_value"":null,""renewal_terms"":[""unless extended by written agreement of the Joint Venturers not less than thirty (30) days prior to scheduled termination""],""cuad_clauses"":[""shall be effective until February 28, 2004 unless extended by written agreement of the Joint Venturers not less than thirty (30) days prior to scheduled termination"",""On any termination of the Joint Venture, its debt shall be paid or provided for in a manner satisfactory to the Joint Venturers"",""50% to Collectible Concepts Group, Inc."",""50% to Pivotal Self Service Tech, Inc."",""The Joint Venturers shall maintain adequate books and records to be kept of all the Joint Venture activities and affairs"",""Obtain any licenses deemed by the Joint Venturers to add value in the marketing of the Products"",""Prepare any artwork necessary for the reproduction of licensed or branded images"",""Provide the Products in accordance with the specifications and quantities and time frames designated by CCGI"",""Negotiate such favorable pricing and terms with the suppliers of the Products""],""maud_clauses"":[]}"
insurance_01,insurance_claim,insurance_01_claim_approved.pdf,insurance_claim,archived,small,insurance/claim_approved.txt,original,Synthetic FNOL + coverage determination (approved hail claim); complements local contrast pack,original,"{""claim_number"": ""2026-CLM-041702"", ""policy_number"": ""HO-44-88391-A"", ""insurer"": ""Acme Insurance Company"", ""insured_party"": ""Jack B, Morningstar Collective LLC"", ""claim_type"": ""property"", ""date_of_loss"": ""2026-03-14"", ""date_filed"": ""2026-03-21"", ""claimed_amount"": 18530.0, ""adjuster"": ""J. Featherstone"", ""damages_description"": ""hailstorm damaged the asphalt shingle roof and the detached garage"", ""coverage_determination"": ""approved"", ""denial_reasons"": [], ""supporting_documents"": [""photos of roof and garage damage"", ""contractor estimate from R. Carter Roofing dated March 19, 2026"", ""adjuster inspection report dated April 2, 2026""], ""intent"": ""coverage_determination"", ""subject_matter"": ""Acme Insurance Company approved claim 2026-CLM-041702, paying the claimed $18,530.00 for hail damage to the insured dwelling's roof and detached garage."", ""keywords"": [""coverage determination"", ""claim approved"", ""hailstorm damage"", ""roof"", ""garage"", ""homeowners policy"", ""dwelling coverage""], ""claim_checklist"": [""Coverage Determination: approved"", ""Amount Consistency: claimed 18530.0""]}"
insurance_02,insurance_claim,insurance_02_claim_denied.pdf,insurance_claim,archived,small,insurance/claim_denied.txt,original,Synthetic auto coverage denial (lapse); complements local contrast pack,original,"{""claim_number"": ""2026-CLM-055810"", ""policy_number"": ""AUTO-19-22014-B"", ""insurer"": ""Acme Insurance Company"", ""insured_party"": ""Riley Chen"", ""claim_type"": ""auto"", ""date_of_loss"": ""2026-02-02"", ""date_filed"": ""2026-02-05"", ""claimed_amount"": 4280.0, ""adjuster"": ""M. Okonkwo"", ""damages_description"": ""2019 Honda Civic struck a parking barrier; front bumper and headlamp assembly damaged"", ""coverage_determination"": ""denied"", ""denial_reasons"": [""Policy exclusion: collision coverage lapsed for non-payment effective January 15, 2026; the loss occurred after the lapse.""], ""supporting_documents"": [""photos of bumper damage"", ""declarations page showing lapse"", ""cancellation notice dated January 10, 2026""], ""intent"": ""coverage_determination"", ""subject_matter"": ""Acme Insurance Company denied auto claim 2026-CLM-055810 because collision coverage lapsed for non-payment before the February 2026 loss."", ""keywords"": [""coverage determination"", ""claim denied"", ""coverage lapse"", ""non-payment"", ""collision coverage"", ""parking barrier damage"", ""auto claim""], ""claim_checklist"": [""Coverage Determination: denied"", ""Amount Consistency: claimed 4280.0""]}"
insurance_03,insurance_claim,insurance_03_claim_partial.pdf,insurance_claim,archived,small,insurance/claim_partial.txt,original,Synthetic partial property determination (water + betterment exclusion); complements local contrast pack,original,"{""claim_number"": ""2026-CLM-062203"", ""policy_number"": ""HO-44-99012-C"", ""insurer"": ""Acme Insurance Company"", ""insured_party"": ""Priya Nair"", ""claim_type"": ""property"", ""date_of_loss"": ""2026-01-08"", ""date_filed"": ""2026-01-12"", ""claimed_amount"": 11400.0, ""adjuster"": ""S. Alvarez"", ""damages_description"": ""supply-line failure under the kitchen sink flooded the first floor"", ""coverage_determination"": ""partial"", ""denial_reasons"": [""Wear-and-tear / betterment: dishwasher replacement is not caused by the covered water loss and is excluded as maintenance/betterment.""], ""supporting_documents"": [""plumber invoice dated January 9, 2026"", ""photos of affected rooms"", ""contents inventory including dishwasher""], ""intent"": ""coverage_determination"", ""subject_matter"": ""Acme Insurance Company partially approved claim 2026-CLM-062203, covering water damage from a supply-line failure but excluding dishwasher replacement as betterment."", ""keywords"": [""coverage determination"", ""partial approval"", ""water damage"", ""supply-line failure"", ""betterment exclusion"", ""dishwasher"", ""dwelling coverage""], ""claim_checklist"": [""Coverage Determination: partial"", ""Amount Consistency: claimed 11400.0""]}"
